game_id,novelty_play,play_seq,recent_similar_game_id,recent_similar_play_seq
MIN199505190,5,"6, 1B, HR, 9, K",ATL197809090,"6, 1B, HR, 9, 8"
NYA199505190,3,"1B, 1B, POCS2",OAK199505070,"1B, 1B, 63"
PHI199505190,5,"53, 7, 13, BB, 13",BOS193609051,"53, 7, 13, BB, CS2"
SDN199505190,5,"1B, 13, 43, 3, 1B",PIT197305140,"1B, 13, 43, 3, 53"
SFN199505190,5,"53, 63, K, K, 3",CHA198106080,"53, 63, K, K, 43"
TEX199505190,5,"6, K, BB, 3, 63",BOS196806132,"6, K, BB, 3, 13"
ATL199505200,6,"3, 53, BB, K, BB, 63",CLE198604210,"3, 53, BB, K, BB, 1B"
BOS199505200,5,"BB, 8, 1B, 1B, 4(1)3",MON199306200,"BB, 8, 1B, 1B, BB"
CHA199505200,5,"K, K, BB, BB, 6",PHI199304260,"K, K, BB, BB, BB"
CIN199505200,4,"63, 53, 63, 3",TOR199007280,"63, 53, 63, K"
DET199505200,6,"63, 63, 43, 63, 1B, K",MIL198105270,"63, 63, 43, 63, 1B, BB"
HOU199505200,5,"1B, SB2, 1B, 8, 53",TOR199308250,"1B, SB2, 1B, 8, 7"
KCA199505200,4,"13, HBP, BB, 1B",CHA196204210,"13, HBP, BB, K"
LAN199505200,4,"HBP, 9, 1B, 1B",PIT193706160,"HBP, 9, 1B, BB"
MIN199505200,5,"7, 3, 7, 1B, 1B",CHA199308150,"7, 3, 7, 1B, SB2"
NYA199505200,5,"43, 43, 43, 53, 7",SFN198604290,"43, 43, 43, 53, 6"
PHI199505200,6,"7, 43, 3, 43, 1B, 8",BRO192908300,"7, 43, 3, 43, 1B, 16(1)3"
SDN199505200,5,"HR, 8, 1B, BB, SB3",MLN196405260,"HR, 8, 1B, BB, 46(1)3"
SFN199505200,5,"1B, 53, 63, BB, 2B",CHA196606290,"1B, 53, 63, BB, K"
TEX199505200,5,"43, 43, 1B, 63, 43",MLN196404250,"43, 43, 1B, 63, 7"
ATL199505210,6,"K, 63, 53, 1B, SB2, BB",PHI198409190,"K, 63, 53, 1B, SB2, 1B"
BOS199505210,5,"1B, SB2, SF9, HR, K",WS1195507101,"1B, SB2, SF9, HR, BB"
CHA199505210,4,"BB, 64(1), K, WP",SDN199308062,"BB, 64(1), K, 1B"
CIN199505210,4,"BB, 1B, 64(1), 53",KCA199208150,"BB, 1B, 64(1), BB"
DET199505210,4,"23, 63, 43, BB",KCA199505120,"23, 63, 43, 1B"
HOU199505210,5,"53, 3, K, 7, 31",CIN193806110,"53, 3, K, 7, 9"
KCA199505210,5,"53, 1B, 7, 7, 7",CLE192909280,"53, 1B, 7, 7, 8"
LAN199505210,5,"2B, 9, 1B, 64(1), 1B",SFN199009250,"2B, 9, 1B, 64(1), K"
MIN199505210,5,"53, 43, 7, K, 8",CHN197805020,"53, 43, 7, K, K"
NYA199505210,5,"8, 43, K, 7, 53",DET198209240,"8, 43, K, 7, 7"
PHI199505210,4,"K, 23, K, 1B",CHA199106220,"K, 23, K, 8"
SDN199505210,5,"5, 53, BB, 1B, 5",SLA194909010,"5, 53, BB, 1B, 2B"
SFN199505210,5,"53, 4, 8, 5, 1B",BAL197506270,"53, 4, 8, 5, 9"
TEX199505210,4,"K, 43, 9, 63",SDN199207040,"K, 43, 9, 93"
CIN199505220,6,"1B, 46(1)3, 1B, 6, 1B, K",BOS195807042,"1B, 46(1)3, 1B, 6, 1B, 16(1)"
CLE199505220,4,"1B, 8(B)3(1), 7, 3",HOU199204070,"1B, 8(B)3(1), 7, 9"
COL199505220,4,"31, 63, BB, HR",CAL199108250,"31, 63, BB, 53"
DET199505220,4,"1B, WP, 53, 6",COL199405040,"1B, WP, 53, 2B"
MON199505220,5,"1B, BK, 43, BB, SB2",CHN198908300,"1B, BK, 43, BB, SF7"
TOR199505220,5,"63, 8, 63, 3, 43",PIT196105070,"63, 8, 63, 3, 63"
CAL199505230,7,"K, 53, K, K, K, 1B, 2B",BOS199205160,"K, 53, K, K, K, 1B, 2"
CIN199505230,4,"HBP, CS2, BB, 1B",CHN198805241,"HBP, CS2, BB, 163"
CLE199505230,4,"13, HR, K, 7",NYA195908040,"13, HR, K, BB"
COL199505230,5,"K, 3, 4, K, 7",ATL198305070,"K, 3, 4, K, 1B"
DET199505230,5,"K, 8, 1B, 53, K",MON198706280,"K, 8, 1B, 53, BB"
MON199505230,5,"BB, K, 7, 1B, SB3",BOS195908080,"BB, K, 7, 1B, 64(1)"
NYN199505230,6,"9, 8, HR, K, 3, K",BRO195705060,"9, 8, HR, K, 3, 1B"
OAK199505230,3,"2B, 2B, HR",FLO199405060,"2B, 2B, 43"
PHI199505230,4,"4, 2B, 7, K",TOR198208171,"4, 2B, 7, 43"
PIT199505230,5,"53, BB, 1B, 2B, SF7(B)45(2)",CHN198004190,"53, BB, 1B, 2B, BB"
SEA199505230,5,"43, K, K, 7, 2B",LAN199006060,"43, K, K, 7, K"
SLN199505230,5,"7, BB, K, BB, K",SEA198707040,"7, BB, K, BB, 43"
TOR199505230,5,"1B, SB2, 53, 3, HR",DET196506202,"1B, SB2, 53, 3, K"
CAL199505240,5,"1B, 64(1), 8, 3, 4",CHA197707270,"1B, 64(1), 8, 3, 1B"
CHA199505241,5,"8, 5, BB, 1B, 63",CIN192406010,"8, 5, BB, 1B, 2B"
CHA199505242,5,"K, E6, BB, 1B, 8",PIT195308252,"K, E6, BB, 1B, 43"
CIN199505240,4,"2B, 53, SB3, 6",SLN199206140,"2B, 53, SB3, K"
COL199505240,4,"2B, 1B, 1B, SF9",PIT199407280,"2B, 1B, 1B, 1B"
DET199505240,4,"K, 2, BB, 43",NYA199105100,"K, 2, BB, 1B"
MON199505240,5,"BB, K, 43, 43, 5",SLN194006081,"BB, K, 43, 43, 1"
NYN199505240,4,"43, 1B, 53, 7",OAK199407170,"43, 1B, 53, HBP"
OAK199505240,5,"7, K, 1B, 63, 7",MON198507220,"7, K, 1B, 63, K"
PHI199505240,5,"K, 43, 43, 1B, 64(1)3",BOS199307230,"K, 43, 43, 1B, 64(1)"
SEA199505240,6,"1B, 1B, 1B, BB, BB, K",CLE196208160,"1B, 1B, 1B, BB, BB, 1B"
SLN199505240,6,"2B, BB, 2B, 31, K, 2B",CIN193908150,"2B, BB, 2B, 31, K, K"
TOR199505240,5,"6, 1B, SB2, 1B, PB",MIL198308040,"6, 1B, SB2, 1B, 64(1)"
CAL199505250,6,"K, 7, BB, BB, 1B, 3",BOS199205240,"K, 7, BB, BB, 1B, BB"
CHN199505250,5,"13, 3, 63, 43, 1B",MIN198008200,"13, 3, 63, 43, 43"
DET199505250,5,"63, 8, 53, 43, 3",NYN198907060,"63, 8, 53, 43, BB"
MIL199505250,5,"8, 1B, 46(1)3, K, 8",SFN198809250,"8, 1B, 46(1)3, K, 53"
MON199505250,5,"9, 43, K, 9, 4",NYN196606280,"9, 43, K, 9, BB"
NYN199505250,6,"1B, CS2, 1B, SB2, K, K",SFN198204250,"1B, CS2, 1B, SB2, K, 1B"
OAK199505250,5,"K, 63, 31, K, 1B",OAK197407080,"K, 63, 31, K, K"
PHI199505250,5,"9, K, K, HR, 7",OAK199207160,"9, K, K, HR, 1B"
PIT199505250,4,"63, 2B, 5, 63",SFN197808030,"63, 2B, 5, K"
SEA199505250,4,"5, HR, K, 43",MIN196505120,"5, HR, K, K"
SLN199505250,5,"8, E6, 13, 8, K",OAK197805211,"8, E6, 13, 8, 9"
CAL199505260,5,"9, 3, 63, 63, 1B",SEA199307110,"9, 3, 63, 63, 8"
CHN199505260,6,"7, BB, 1B, K, 1B, K",KCA199009140,"7, BB, 1B, K, 1B, 9"
DET199505260,4,"1B, SB2, 43, IBB",HOU199408060,"1B, SB2, 43, SF8"
HOU199505260,5,"2B, K, 1B, 13, 5",BOS192005250,"2B, K, 1B, 13, 1B"
MIL199505260,6,"K, 1B, SB2, SB3, K, HR",ATL199106070,"K, 1B, SB2, SB3, K, WP"
MIN199505260,6,"1B, 1B, HR, HR, K, 63",DET197807270,"1B, 1B, HR, HR, K, K"
MON199505260,5,"K, 2B, K, BB, 3",CHN199204220,"K, 2B, K, BB, WP"
NYN199505260,5,"9, K, 9, 63, 63",TEX199308060,"9, K, 9, 63, 1B"
OAK199505260,5,"43, BB, BB, K, BB",TOR198005150,"43, BB, BB, K, 43"
PHI199505260,5,"9, 5, 43, 1B, 1B",DET194008140,"9, 5, 43, 1B, E3"
PIT199505260,4,"31, BB, FC;NO, 46(1)3",OAK197307300,"31, BB, FC;NO, 1B"
SEA199505260,7,"1B, 7, 1B, K, K, 7, 1B",PHI198208092,"1B, 7, 1B, K, K, 7, 9"
SLN199505260,4,"1B, 64(1), 6(1)3, 3",BRO192908110,"1B, 64(1), 6(1)3, K"
TOR199505260,4,"9, 2B, 6, 5",PHI197509060,"9, 2B, 6, BB"
CAL199505270,5,"1B, 3, K, BB, E5",SEA198909300,"1B, 3, K, BB, 2"
CHN199505270,4,"63, HR, 63, 9",PHI199208181,"63, HR, 63, 1B"
DET199505270,7,"43, K, BB, K, BB, 1B, FC;O",NYA198204280,"43, K, BB, K, BB, 1B, 1B"
HOU199505270,6,"53, K, K, BB, 1B, 7",TEX197709160,"53, K, K, BB, 1B, 53"
MIN199505270,4,"1B, 8, CS2, 6",ATL199106100,"1B, 8, CS2, BB"
MON199505270,5,"63, 53, 1B, 1B, 9",BOS199207270,"63, 53, 1B, 1B, 54(1)"
NYN199505270,5,"63, 7, K, BB, 3",NYA197908040,"63, 7, K, BB, 7"
OAK199505270,4,"31, 3, 3, 3",NYN197509020,"31, 3, 3, 9"
PHI199505270,6,"9, 9, 63, 2B, 43, BB",ATL199106040,"9, 9, 63, 2B, 43, 1B"
PIT199505270,5,"BB, 54(1)3, 1B, K, 1B",BAL195808210,"BB, 54(1)3, 1B, K, 2B"
SEA199505270,5,"43, 1B, 2B, 1B, SF8",MIN199206130,"43, 1B, 2B, 1B, 13"
SLN199505270,5,"7, K, BB, BB, BB",CHN196705080,"7, K, BB, BB, 1B"
TOR199505270,5,"K, 63, 53, K, K",HOU199405130,"K, 63, 53, K, 43"
CAL199505280,5,"63, 4, BB, BB, 1B",PHA194904210,"63, 4, BB, BB, 2"
CHN199505280,4,"1B, 3B, 4, 53",WS2196108110,"1B, 3B, 4, SF8"
DET199505280,5,"53, 1B, 9, K, HR",CIN198907010,"53, 1B, 9, K, 63"
HOU199505280,4,"1B, BB, K, 6",HOU199307290,"1B, BB, K, 4(1)3"
MIL199505280,5,"9, 63, 43, 63, 9",SFN196908080,"9, 63, 43, 63, 1B"
MIN199505280,5,"7, 63, 1B, BB, K",TEX198306220,"7, 63, 1B, BB, 64(1)"
MON199505280,5,"63, 53, 2B, 1B, SB2",BOS196509150,"63, 53, 2B, 1B, 7"
NYN199505280,5,"53, 8, 2B, 1B, 4",CLE192907021,"53, 8, 2B, 1B, 54(1)"
OAK199505280,5,"2B, 63, 2B, 1B, 6",CIN195906230,"2B, 63, 2B, 1B, 64(1)"
PHI199505280,4,"1B, 9, 54(1)3, 5",TEX199005100,"1B, 9, 54(1)3, 7"
PIT199505280,5,"BB, 13, 1B, 8, 53",NYA192008220,"BB, 13, 1B, 8, 9"
SEA199505280,4,"HR, 2B, 7, 63",TEX199107210,"HR, 2B, 7, 9"
SLN199505280,5,"K, 3, 7, 1B, 63",SFN199204180,"K, 3, 7, 1B, 9"
TOR199505280,5,"43, 43, 31, 1B, 64(1)",MIL199406100,"43, 43, 31, 1B, 46(1)"
CAL199505290,4,"7, 5, 1B, 13",SFN199305170,"7, 5, 1B, 46(1)"
CHN199505290,5,"1B, 1B, 43, BB, 46(1)",BAL198404020,"1B, 1B, 43, BB, BB"
CLE199505290,5,"3, 1B, BB, 9, 1B",TEX198409150,"3, 1B, BB, 9, 7"
FLO199505290,5,"K, BB, BB, 1B, 4",OAK199104140,"K, BB, BB, 1B, 1B"
KCA199505290,4,"9, 2B, OA, BB",SLA193005310,"9, 2B, OA, K"
MIL199505290,6,"7, BB, 1B, 1B, SF7, 8",CLE195506051,"7, BB, 1B, 1B, SF7, CS2"
MON199505290,4,"4, 7, 6, 3",SLA192905090,"4, 7, 6, K"
NYN199505290,4,"43, 1B, BK, 43",CHN199306170,"43, 1B, BK, 9"
OAK199505290,5,"8, 3, K, 1B, 54(1)3",BAL199406190,"8, 3, K, 1B, HR"
PHI199505290,5,"K, BB, 64(1)3, K, BB",CAL197206210,"K, BB, 64(1)3, K, 43"
SEA199505290,5,"BB, SB2, 2B, 1B, 54(1)3",NYA198709050,"BB, SB2, 2B, 1B, HR"
SLN199505290,5,"3, 1B, 8, SB2, K",KCA198807060,"3, 1B, 8, SB2, 8"
TOR199505290,4,"13, 1B, 4, 7",CHA198905060,"13, 1B, 4, BB"
CAL199505300,5,"63, 8, 1B, 1B, 2B",LAN198706140,"63, 8, 1B, 1B, 1B"
CLE199505300,6,"13, 2B, BB, 3, 1B, 54(1)",BAL199004280,"13, 2B, BB, 3, 1B, 7"
KCA199505300,4,"1B, 7, 36(1)3, BB",PIT198308040,"1B, 7, 36(1)3, 1B"
MIL199505300,5,"7, 63, 53, 1B, 26(1)",SLN198504190,"7, 63, 53, 1B, CS2"
MON199505300,5,"53, K, 3, 7, 63",TEX198309032,"53, K, 3, 7, 1B"
NYN199505300,5,"7, 2B, 1B, K, 8",HOU199109080,"7, 2B, 1B, K, 7"
OAK199505300,5,"1B, 6, K, 53, 3",NYN197209180,"1B, 6, K, 53, 1B"
PHI199505300,5,"43, 1B, 63, BB, 8",KCA198907280,"43, 1B, 63, BB, 5"
PIT199505300,4,"1B, SB2, 13, E1",CHA199407150,"1B, SB2, 13, 1B"
SEA199505300,5,"K, BB, 1B, 7, 7",MIL198409250,"K, BB, 1B, 7, SB2"
SLN199505300,4,"1B, K, 9, E7",BAL199505060,"1B, K, 9, 1B"
TOR199505300,5,"BB, SB2, K, 1B, 2",TOR199310160,"BB, SB2, K, 1B, BB"
CAL199505310,4,"6, 6, 2B, 9",BAL198304040,"6, 6, 2B, E9"
CHN199505310,5,"63, 9, 63, K, 63",PIT195607300,"63, 9, 63, K, 5"
CLE199505310,5,"43, 8, BB, 3, 13",HOU199006240,"43, 8, BB, 3, BB"
FLO199505310,4,"63, BB, BB, 3B",CIN199505050,"63, BB, BB, 8"
KCA199505310,5,"31, K, 3, 1B, 54(1)",BAL199505070,"31, K, 3, 1B, 1B"
MIL199505310,4,"1B, 36(1), 1B, 9",MON199308140,"1B, 36(1), 1B, SB3"
MON199505310,5,"53, 3, 1B, K, 8",CIN198808130,"53, 3, 1B, K, 3"
NYN199505310,4,"7, BB, 46(1)3, 7",NYA198907142,"7, BB, 46(1)3, 9"
OAK199505310,5,"K, 1B, K, HR, 2B",BOS199404070,"K, 1B, K, HR, K"
PHI199505310,4,"8, BB, 46(1)3, 6",DET199007290,"8, BB, 46(1)3, BB"
PIT199505310,5,"13, 3, BB, SB2, K",ATL199107310,"13, 3, BB, SB2, 9"
SEA199505310,5,"K, 1B, 9, BB, 4(1)",MIL199405290,"K, 1B, 9, BB, 1B"
SLN199505310,6,"1B, 1B, K, 2B, 63, 63",ATL198406251,"1B, 1B, K, 2B, 63, 8"
TOR199505310,4,"5, 43, 9, 8",HOU199208280,"5, 43, 9, HBP"
ATL199506010,5,"1B, 1B, 2B, 1B, 64(1)3",HOU199209290,"1B, 1B, 2B, 1B, K"
CLE199506010,5,"7, 9, BB, 64(1), 6",SLN198709180,"7, 9, BB, 64(1), K"
MON199506010,4,"4, 1B, BK, K",NYA198208050,"4, 1B, BK, 9"
PHI199506010,4,"2B, 1B, 3, 7",TOR199304140,"2B, 1B, 3, BB"
PIT199506010,5,"1B, 9, SB2, BB, SB3",CHA199308120,"1B, 9, SB2, BB, WP"
TEX199506010,5,"K, 63, 63, 7, 1B",SLN198205050,"K, 63, 63, 7, 13"
ATL199506020,5,"K, K, 8, 9, HR",CHN199205040,"K, K, 8, 9, 3"
BAL199506020,6,"3, 43, BB, 1B, 1B, 63",MON198109162,"3, 43, BB, 1B, 1B, 2B"
BOS199506020,6,"K, 2B, 63, 53, 43, HR",NY1194705080,"K, 2B, 63, 53, 43, 8"
CHA199506020,5,"9, 7, 53, 53, 7",CLE196106160,"9, 7, 53, 53, 9"
CIN199506020,5,"43, 1B, SB2, 3, BB",PHI197808130,"43, 1B, SB2, 3, 1B"
CLE199506020,5,"7, K, 1B, HR, 2B",CHA198409210,"7, K, 1B, HR, 43"
COL199506020,5,"43, BB, 9, 1B, K",MIL198305170,"43, BB, 9, 1B, 8"
FLO199506020,5,"1B, 8, 54(1)3, 43, HR",CHN198909120,"1B, 8, 54(1)3, 43, 43"
KCA199506020,4,"3, 7, 2B, 7",SEA199207260,"3, 7, 2B, BB"
LAN199506020,5,"7, 9, 9, 1B, 63",BAL198207250,"7, 9, 9, 1B, 9"
NYA199506020,3,"2B, 1B, OA",PHI199506010,"2B, 1B, 3"
SDN199506020,5,"43, 6, 13, 1B, K",SLN197809230,"43, 6, 13, 1B, CS2"
SFN199506020,5,"1B, 64(1)3, 43, 53, K",CHA196506200,"1B, 64(1)3, 43, 53, 8"
TEX199506020,6,"1B, BB, K, 1B, 2B, BB",TEX198706120,"1B, BB, K, 1B, 2B, K"
ATL199506030,5,"63, 53, 63, 8, K",SEA198507050,"63, 53, 63, 8, 1B"
BAL199506030,6,"9, 8, 43, 1B, SB2, BB",CLE198204300,"9, 8, 43, 1B, SB2, 2"
BOS199506030,5,"8, 1B, BB, 64(1)3, E1",BUF191407170,"8, 1B, BB, 64(1)3, 1B"
CHA199506030,5,"9, 63, BB, 1B, 4",OAK198404080,"9, 63, BB, 1B, 43"
CIN199506030,5,"1B, 64(1), 1B, 7, 2B",CLE199110012,"1B, 64(1), 1B, 7, 1B"
CLE199506030,4,"K, 9, 2B, WP",ATL199309030,"K, 9, 2B, 9"
COL199506030,5,"3, 63, 63, 31, 7",BAL197807290,"3, 63, 63, 31, K"
FLO199506030,5,"7, 1B, 2B, 63, BB",CIN194909090,"7, 1B, 2B, 63, 3"
KCA199506030,5,"K, 7, 8, K, 7",PHI197707151,"K, 7, 8, K, 31"
LAN199506030,4,"63, 1B, 7, HR",PIT199104210,"63, 1B, 7, 64(1)"
NYA199506030,4,"6, HBP, 1B, FC;NO",BAL198204281,"6, HBP, 1B, BB"
SDN199506030,3,"E3, 7, 9",SFN197307100,"E3, 7, BB"
SFN199506030,5,"K, 3, 63, 43, 3",SDN197409260,"K, 3, 63, 43, 53"
TEX199506030,5,"1B, K, 63, K, 43",LAN196407010,"1B, K, 63, K, 1B"
ATL199506040,6,"K, K, K, 63, K, K",SEA198407170,"K, K, K, 63, K, 43"
BAL199506040,4,"HR, 9, BB, K",CAL199304270,"HR, 9, BB, 8"
BOS199506040,5,"43, K, 3, 43, K",ATL198209130,"43, K, 3, 43, 43"
CHA199506040,6,"9, 43, K, 43, 1B, HBP",HOU199109270,"9, 43, K, 43, 1B, 3B"
CIN199506040,5,"8, K, 7, 8, 1B",CAL198908080,"8, K, 7, 8, 53"
CLE199506040,7,"BB, SB2, BB, BB, 1B, 1B, 34",HOU198104200,"BB, SB2, BB, BB, 1B, 1B, K"
COL199506040,4,"1B, 1B, E4, 64(1)3",KCA199009220,"1B, 1B, E4, 1B"
FLO199506040,3,"1, 4, 43",CHN198206290,"1, 4, 63"
KCA199506040,4,"31, 53, 1B, 2B",PIT199206230,"31, 53, 1B, SB2"
LAN199506040,6,"63, 63, 53, 43, K, 1B",CAL196609010,"63, 63, 53, 43, K, 9"
NYA199506040,4,"31, 7, 2B, 1B",ATL198706030,"31, 7, 2B, BB"
SDN199506040,5,"2B, 2B, 3, 1B, BB",CHA199109050,"2B, 2B, 3, 1B, 64(1)3"
SFN199506040,3,"43, BB, 3(B)63(1)",COL199506020,"43, BB, 9"
TEX199506040,5,"2B, 53, 1B, K, K",CAL198808051,"2B, 53, 1B, K, 8"
ATL199506050,4,"53, 53, K, HBP",OAK198808290,"53, 53, K, 7"
BAL199506050,4,"8, K, 2B, 53",NYA199207300,"8, K, 2B, 9"
BOS199506050,5,"9, 1B, HR, 1B, K",NYN199304250,"9, 1B, HR, 1B, 6"
CHA199506050,6,"43, 6, K, 1B, SB2, 7",KCA198007050,"43, 6, K, 1B, SB2, K"
CIN199506050,5,"53, BB, 16(1)3, 63, 8",NYA194108131,"53, BB, 16(1)3, 63, 7"
CLE199506050,6,"K, K, K, 63, 8, 63",BAL196207282,"K, K, K, 63, 8, E6"
COL199506050,5,"K, 43, K, 3, 9",BAL199306290,"K, 43, K, 3, 1B"
HOU199506050,5,"9, 43, 43, 63, 3",DET199204100,"9, 43, 43, 63, BB"
LAN199506050,5,"6, 7, K, 1B, CS2",NYA194205301,"6, 7, K, 1B, 4"
NYA199506050,5,"K, 2B, K, 3, 7",MIN198708260,"K, 2B, K, 3, 1B"
SDN199506050,4,"1B, 1B, 65(2), E7",BAL197805050,"1B, 1B, 65(2), 23"
SFN199506050,3,"HR, E3, 9",SFN196907170,"HR, E3, 8"
TEX199506050,4,"3, 43, HBP, 5",DET196007210,"3, 43, HBP, 4"
ATL199506060,4,"1B, BK, 63, 63",SFN198808160,"1B, BK, 63, 1B"
BAL199506060,5,"K, 3, 63, 7, 1B",PHI197904200,"K, 3, 63, 7, 6"
BOS199506060,5,"7, 2B, 1B, 9, 64(1)",BOS193705220,"7, 2B, 1B, 9, 1B"
CHA199506060,5,"7, 8, 1B, 2, BB",CLE195409110,"7, 8, 1B, 2, 63"
CIN199506060,4,"53, 8, 31, 13",TEX198905190,"53, 8, 31, K"
CLE199506060,5,"5, K, 13, 1B, SB2",CIN193005070,"5, K, 13, 1B, 1(B)3(1)"
COL199506060,6,"9, 1B, BB, 1B, 1B, PO1",SLN193709180,"9, 1B, BB, 1B, 1B, 1B"
HOU199506060,5,"BB, CS2, 7, 8, BB",BAL195707030,"BB, CS2, 7, 8, 43"
LAN199506060,5,"HBP, 1B, 1B, 64(1)3, 9",KCA199208010,"HBP, 1B, 1B, 64(1)3, 1B"
MIN199506060,4,"1B, HR, 6, BB",SE1196908220,"1B, HR, 6, K"
NYA199506060,5,"9, 9, BB, K, 8",MIL199404210,"9, 9, BB, K, 7"
SDN199506060,4,"4, 53, 2B, 53",DET198807040,"4, 53, 2B, 2B"
SFN199506060,5,"BB, SB2, 63, BB, 16(1)3",PIT198306150,"BB, SB2, 63, BB, 46(1)"
TEX199506060,7,"K, K, K, 53, 1B, 1B, 64(1)3",CHA195508241,"K, K, K, 53, 1B, 1B, 1B"
ATL199506070,4,"53, 2B, BB, PB",MIN199408100,"53, 2B, BB, SB3"
BAL199506070,6,"13, 63, 1B, 31, 1B, CS2",PHI192908172,"13, 63, 1B, 31, 1B, 8"
BOS199506070,6,"K, 43, K, 63, 7, BB",PHI198205140,"K, 43, K, 63, 7, 2B"
CHA199506070,5,"1B, K, 1B, 64(1), 3",MIL197509060,"1B, K, 1B, 64(1), 43"
CIN199506070,5,"53, 53, 1B, 9, 53",CHN192706190,"53, 53, 1B, 9, 7"
CLE199506070,4,"13, 2B, K, 63",BAL199505030,"13, 2B, K, BB"
COL199506070,5,"1B, 6(1)3, BB, K, BB",NYN198007260,"1B, 6(1)3, BB, K, 8"
HOU199506070,6,"K, 1B, 1B, 5, 1B, HR",CLE196507270,"K, 1B, 1B, 5, 1B, 64(1)3"
LAN199506070,5,"1B, SB2, BB, SB3, BB",TEX198508090,"1B, SB2, BB, SB3, 53"
MIN199506070,5,"63, 9, 9, 1B, 5(B)3(1)",NYN197404200,"63, 9, 9, 1B, CS2"
NYA199506070,5,"8, 53, 7, K, BB",LAN197410120,"8, 53, 7, K, 1B"
SDN199506070,5,"43, 43, 63, 63, 43",NYA199006270,"43, 43, 63, 63, 1B"
SFN199506070,5,"K, 7, K, 2, K",CLE196508151,"K, 7, K, 2, 1B"
TEX199506070,6,"63, 7, 1B, 1B, 1B, 1B",CHA193609071,"63, 7, 1B, 1B, 1B, 3"
BAL199506080,4,"K, BB, 54(1)3, HR",SFN199309100,"K, BB, 54(1)3, 13"
BOS199506080,7,"1B, 1B, BB, BB, K, K, 1B",PIT194906250,"1B, 1B, BB, BB, K, K, BB"
CHN199506080,6,"3, HR, BB, 1B, K, 2B",MIN198209010,"3, HR, BB, 1B, K, 13"
FLO199506080,5,"1B, K, SB2, 43, 1B",CLE198807051,"1B, K, SB2, 43, K"
HOU199506080,4,"BB, 5, 23, K",CLE193708260,"BB, 5, 23, 1B"
MIL199506080,4,"53, 7, 6, 1B",MLN195805110,"53, 7, 6, 43"
MIN199506080,5,"1B, 8, 8, SB2, WP",NYA199106230,"1B, 8, 8, SB2, 9"
NYA199506080,6,"K, 1B, HR, BB, K, BB",CHA199306250,"K, 1B, HR, BB, K, 9"
SFN199506080,5,"BB, 1B, 2B, 2B, 4",MIN197905050,"BB, 1B, 2B, 2B, 7"
TEX199506080,5,"53, 1B, SB2, BB, CS3",KCA198707050,"53, 1B, SB2, BB, 8"
ATL199506090,5,"43, HR, 3, 1B, K",BRO193508271,"43, HR, 3, 1B, SB2"
BAL199506090,4,"BB, 31, HR, BB",DET195806270,"BB, 31, HR, 1B"
BOS199506090,4,"63, K, 1, 63",BOS195104200,"63, K, 1, BB"
CHN199506090,5,"8, 7, 63, 7, 8",BAL199208230,"8, 7, 63, 7, 9"
FLO199506090,5,"53, 8, K, HBP, 1B",HOU198105150,"53, 8, K, HBP, SB2"
HOU199506090,5,"63, 1, 43, 1B, K",MIL199306130,"63, 1, 43, 1B, E6"
LAN199506090,5,"63, 1B, 6(1)3, K, K",CHA199009260,"63, 1B, 6(1)3, K, 7"
MIL199506090,4,"BB, K, 53, 2B",CAL199308310,"BB, K, 53, 6"
MIN199506090,5,"2B, 13, 1B, K, K",PHI197308220,"2B, 13, 1B, K, 46(1)"
NYA199506090,5,"8, 7, 53, 7, 1B",MON198309200,"8, 7, 53, 7, 6"
SDN199506090,5,"BB, 1B, 3, 43, 8",BOS196709100,"BB, 1B, 3, 43, K"
SFN199506090,3,"3, 3B, 43",SEA199405180,"3, 3B, 31"
TEX199506090,4,"9, K, 8, 23",MIL199309100,"9, K, 8, 1B"
ATL199506100,3,"BB, 16(1)3, 2B",CHA199406080,"BB, 16(1)3, 1B"
BAL199506100,5,"2B, 2B, K, 6, 3",TOR198506022,"2B, 2B, K, 6, K"
BOS199506100,6,"2B, 1B, K, BB, K, 8",CHA195405161,"2B, 1B, K, BB, K, 1B"
CHN199506100,4,"8, 3, K, 9",OAK199505290,"8, 3, K, 1B"
FLO199506100,5,"K, K, BB, BB, 3B",CHA199505200,"K, K, BB, BB, 6"
HOU199506100,4,"43, HR, 63, 7",COL199305070,"43, HR, 63, 8"
KCA199506100,5,"K, 63, K, 2B, FC;NO",NYA199407290,"K, 63, K, 2B, 1B"
LAN199506100,7,"1B, 1B, 64(1), SF7, 43, 1B, 43",CIN192909210,"1B, 1B, 64(1), SF7, 43, 1B, SB2"
MIL199506100,5,"43, 63, 63, 63, 43",SFN198006190,"43, 63, 63, 63, 1B"
MIN199506100,6,"1B, 7, K, SB2, K, BB",PHI197106280,"1B, 7, K, SB2, K, 8"
NYA199506100,5,"63, 53, 53, BB, FC;NO",PHI197804120,"63, 53, 53, BB, 46(1)3"
SDN199506100,4,"53, 63, HR, 53",DET199104170,"53, 63, HR, 1B"
SFN199506100,4,"53, 7, 2B, 63",MIL199406290,"53, 7, 2B, 7"
ATL199506110,5,"K, 1B, SB2, K, 2B",PHI199408030,"K, 1B, SB2, K, 53"
BAL199506110,4,"K, HR, 7, 53",CHA199404220,"K, HR, 7, 3"
BOS199506110,6,"7, 1B, K, 43, 1B, 13",NYN199405270,"7, 1B, K, 43, 1B, 1B"
